id,x,y,date,time
223920763,-131.65975955754095,33.38556057502478,03 / 01 / 2023,07:45:11.905618 UTC
223920764,-117.26702194384463,27.174875939678298,03 / 01 / 2023,07:44:49.092059 UTC
223920754,-117.27537938086532,32.65899014675394,03 / 01 / 2023,07:44:12.904665 UTC
223920765,-121.87382311815708,32.11178742993298,03 / 01 / 2023,07:46:09.348872 UTC
223920774,-118.5463889867677,31.794387021219947,03 / 01 / 2023,07:43:43.984721 UTC
223920767,-118.27050613843615,33.7444269111555,03 / 01 / 2023,07:43:43.732744 UTC
223920771,-124.78415110686822,32.705262378470486,03 / 01 / 2023,07:45:14.958643 UTC
223920775,-118.15890671985673,33.00905755777327,03 / 01 / 2023,07:45:56.017616 UTC
223920777,-132.54581548749942,35.064536398801685,03 / 01 / 2023,07:44:31.642065 UTC
223920788,-124.11785850161921,26.12962166318226,03 / 01 / 2023,07:46:01.327029 UTC
223920783,-128.4799161869269,32.60313447792674,03 / 01 / 2023,07:44:01.650181 UTC
223920795,-118.4309959549859,31.7702777867332,03 / 01 / 2023,07:46:31.05098 UTC
223920757,-118.35356459314697,31.86640612314073,03 / 01 / 2023,07:44:57.424184 UTC
223920760,-126.04045922276825,35.2565268327509,03 / 01 / 2023,07:45:27.236932 UTC
223920761,-122.20505680098837,37.74223149131115,03 / 01 / 2023,07:42:58.666551 UTC
223920796,-121.05997523467433,34.47218327483615,03 / 01 / 2023,07:44:40.150931 UTC
223920791,-133.094339910457,25.384552071462892,03 / 01 / 2023,07:44:39.985689 UTC
223920799,-123.02308596399922,37.23328791075856,03 / 01 / 2023,07:45:25.988879 UTC
223920802,-119.8851666547799,32.26382302925639,03 / 01 / 2023,07:44:33.699494 UTC
223920801,-119.3276580615424,33.69292413789389,03 / 01 / 2023,07:42:55.866563 UTC
223920806,-126.91006439768717,28.500908020161795,03 / 01 / 2023,07:45:13.042164 UTC
223920807,-127.75133995488449,37.37191232831846,03 / 01 / 2023,07:45:26.401609 UTC
223920813,-117.31066007158286,32.5230262201576,03 / 01 / 2023,07:44:10.769026 UTC
223920808,-122.36374055596437,37.73706673998917,03 / 01 / 2023,07:45:05.758337 UTC
223920811,-127.46222506406312,27.82553823266571,03 / 01 / 2023,07:44:52.395678 UTC
