id,x,y,date,time
188736835,-105.5648311628807,25.438172522302857,01 / 02 / 2023,08:30:39.995913 UTC
189438877,-109.90940530533868,27.46530150992573,01 / 04 / 2023,03:42:16.44948 UTC
189438889,-105.717426045917,25.55589226457577,01 / 04 / 2023,03:41:48.618705 UTC
189097538,-105.63237046246203,25.453923881663332,01 / 03 / 2023,08:15:31.558273 UTC
189818340,-109.74590040236063,27.390881844638116,01 / 05 / 2023,03:29:26.449484 UTC
189438859,-105.54217436454172,28.291605210322984,01 / 04 / 2023,03:42:07.449475 UTC
189818358,-109.53973925039142,22.791006180434017,01 / 05 / 2023,03:29:18.432827 UTC
190238266,-107.61750534567008,24.19352373120506,01 / 06 / 2023,03:15:48.28282 UTC
189818367,-105.56092783112075,25.471777715154783,01 / 05 / 2023,03:29:18.469481 UTC
190238291,-105.3578136769016,26.9431345132652,01 / 06 / 2023,03:16:20.736981 UTC
190779527,-105.58628970384491,25.478950125174897,01 / 07 / 2023,03:03:07.382821 UTC
191537476,-105.83087174028446,25.1376097317933,01 / 08 / 2023,19:24:57.9781 UTC
192967000,-106.20270450961628,25.62119464581662,01 / 11 / 2023,17:12:22.221072 UTC
192966999,-106.21732724964812,25.44618696553779,01 / 11 / 2023,17:13:51.648158 UTC
193005921,-106.65866820639096,25.96973145061663,01 / 12 / 2023,03:32:50.472191 UTC
193005922,-105.99663478128541,25.378170290430084,01 / 12 / 2023,03:32:57.731817 UTC
194969505,-105.64619391834535,25.764089536395414,01 / 17 / 2023,04:52:44.406639 UTC
194554366,-113.35177717055899,37.66127432684087,01 / 16 / 2023,06:52:25.83614 UTC
194554368,-118.28245179418991,33.67095221636969,01 / 16 / 2023,06:52:56.449477 UTC
194554381,-106.20386036211582,25.958057416813396,01 / 16 / 2023,06:55:29.449634 UTC
194554382,-112.42938894369443,33.47146999743174,01 / 16 / 2023,06:57:18.696071 UTC
194554383,-122.55852703160139,37.791161866780214,01 / 16 / 2023,06:56:04.589536 UTC
194554396,-110.86402673525018,27.891370980747766,01 / 16 / 2023,06:52:24.26857 UTC
194554399,-110.86728471966885,27.922122734113906,01 / 16 / 2023,06:51:04.685208 UTC
194554400,-108.10287540834827,24.620227187594853,01 / 16 / 2023,06:56:05.766733 UTC
194554410,-105.61047209760113,25.467778465840038,01 / 16 / 2023,06:53:20.60987 UTC
194554411,-112.09179194879042,30.8780015877885,01 / 16 / 2023,06:56:16.475722 UTC
194554371,-110.86921880852512,32.069000326531324,01 / 16 / 2023,06:53:46.94184 UTC
194554372,-114.62840271109505,32.48894973935605,01 / 16 / 2023,06:55:49.573145 UTC
194554373,-109.59514973785443,31.477246270471788,01 / 16 / 2023,06:58:32.022398 UTC
194554386,-108.16741657776019,29.181548621937875,01 / 16 / 2023,06:53:07.573549 UTC
194554389,-105.18525393573219,25.885339938155994,01 / 16 / 2023,06:56:59.59966 UTC
194554392,-105.24451433670794,27.75019364872258,01 / 16 / 2023,06:54:03.430833 UTC
194554406,-117.39999041446085,33.46869662632739,01 / 16 / 2023,06:51:34.311968 UTC
194554408,-108.93277775258201,28.74350209240083,01 / 16 / 2023,06:58:00.092315 UTC
194554416,-109.83561262192576,27.410272995734555,01 / 16 / 2023,06:52:38.449538 UTC
194554421,-116.59741435205993,31.857290761029926,01 / 16 / 2023,06:56:13.757313 UTC
194969434,-105.82689478983085,25.442815510479722,01 / 17 / 2023,04:52:44.38935 UTC
194969509,-104.17525645184574,27.55840764408971,01 / 17 / 2023,04:51:50.449487 UTC
194969508,-105.65164731297186,25.54522753788992,01 / 17 / 2023,04:53:25.520931 UTC
195878697,-105.65240770613018,25.454630451641037,01 / 19 / 2023,06:54:54.338711 UTC
196659756,-107.79093777229465,24.425464920080927,01 / 20 / 2023,17:01:36.299618 UTC
196659594,-106.23354374531638,25.556485234181384,01 / 20 / 2023,17:04:44.14764 UTC
196659595,-110.34264808951352,23.016406559794817,01 / 20 / 2023,17:03:21.992497 UTC
196659835,-105.66847796356642,25.422470980719673,01 / 20 / 2023,17:02:03.094639 UTC
196659776,-107.9590401330854,24.573158760693467,01 / 20 / 2023,17:02:02.519629 UTC
197080876,-118.12582467257883,33.66146051454527,01 / 21 / 2023,19:44:06.067827 UTC
196659874,-110.30091099321066,22.428800211487268,01 / 20 / 2023,17:02:23.480391 UTC
197080873,-114.01620387005468,25.683167059521054,01 / 21 / 2023,19:46:16.620863 UTC
196833715,-105.17232934863317,25.844220974529055,01 / 21 / 2023,04:59:07.436991 UTC
196833804,-105.57824710604206,25.456805479288374,01 / 21 / 2023,04:59:00.187647 UTC
197080874,-114.06806945661012,25.737827058674156,01 / 21 / 2023,19:43:50.119749 UTC
197088133,-116.51199584567762,31.078927236412735,01 / 21 / 2023,19:46:46.471839 UTC
197080875,-118.11772176947981,33.63621648694117,01 / 21 / 2023,19:44:28.317688 UTC
197088136,-109.13882399136381,35.773199921991214,01 / 21 / 2023,19:41:59.301917 UTC
197088131,-110.2808431508773,24.137244986087374,01 / 21 / 2023,19:48:04.499603 UTC
197088132,-116.48619554748092,31.11743340274808,01 / 21 / 2023,19:46:50.001301 UTC
