id,x,y,date,time
194549203,-112.25394649768778,20.313341507425733,01 / 16 / 2023,06:52:13.044533 UTC
194549164,-128.01285759570905,22.120206006711214,01 / 16 / 2023,06:52:22.393041 UTC
194549191,-111.30092601081722,20.24802443417958,01 / 16 / 2023,06:52:26.525359 UTC
194549188,-115.29972219582902,28.244020979866253,01 / 16 / 2023,06:50:46.413684 UTC
194548838,-111.76192660989628,22.92740697105641,01 / 16 / 2023,06:52:29.259965 UTC
194549138,-111.70763700557926,20.902180276475416,01 / 16 / 2023,06:52:33.246399 UTC
194549110,-109.14791001304583,25.556139524688213,01 / 16 / 2023,06:53:06.260293 UTC
194549229,-109.47704670203453,21.92040901251301,01 / 16 / 2023,06:52:33.318751 UTC
194549248,-109.50188503180732,25.362174625600524,01 / 16 / 2023,06:52:37.96801 UTC
194548851,-117.3046335695375,22.082629253145434,01 / 16 / 2023,06:53:08.71354 UTC
194549181,-112.71799739983172,24.07258404207802,01 / 16 / 2023,06:53:09.485816 UTC
194548870,-109.85164179232763,22.64052450037484,01 / 16 / 2023,06:52:50.538054 UTC
194548955,-114.8269759265063,24.90424884726953,01 / 16 / 2023,06:53:10.098271 UTC
194549194,-118.11107137579586,30.402349810569927,01 / 16 / 2023,06:53:10.405101 UTC
194549246,-134.04022975473282,31.700261463558753,01 / 16 / 2023,06:53:15.907813 UTC
194549167,-110.45192144856115,24.481406347454165,01 / 16 / 2023,06:52:52.177521 UTC
194549235,-128.67427516994942,24.343572075398352,01 / 16 / 2023,06:53:16.282772 UTC
194549139,-113.81523488354216,21.756784750193894,01 / 16 / 2023,06:52:53.234679 UTC
194549140,-112.66782353128792,23.70036769477223,01 / 16 / 2023,06:53:16.451493 UTC
194549125,-115.09331446722902,22.918993434461797,01 / 16 / 2023,06:53:17.377737 UTC
194549136,-120.16501166099316,19.945530249349712,01 / 16 / 2023,06:52:53.46745 UTC
194548875,-110.73738752181207,22.37636765832825,01 / 16 / 2023,06:53:17.499719 UTC
194549109,-110.17270457479252,22.288572105995513,01 / 16 / 2023,06:52:54.684036 UTC
194549143,-128.63291602657233,22.549145841834378,01 / 16 / 2023,06:53:22.879513 UTC
194549219,-114.53780872226056,21.96971843325434,01 / 16 / 2023,06:53:23.600828 UTC
194548930,-109.03310226774794,25.58011981784365,01 / 16 / 2023,06:52:56.374844 UTC
194548905,-112.6568720733174,24.226785989749505,01 / 16 / 2023,06:53:24.456047 UTC
194549131,-112.32736575080493,23.63268362823238,01 / 16 / 2023,06:53:24.956443 UTC
194549127,-128.06774556851653,22.63304966317469,01 / 16 / 2023,06:52:56.861549 UTC
194548856,-123.48532178531661,30.528479382528605,01 / 16 / 2023,06:53:25.453842 UTC
194548946,-117.62785454499605,21.832511629432926,01 / 16 / 2023,06:52:57.657225 UTC
194548920,-108.14355460023322,22.56211956211557,01 / 16 / 2023,06:53:25.794234 UTC
194549179,-117.01229110546144,26.627184402788952,01 / 16 / 2023,06:52:58.305432 UTC
194548844,-125.59525353729917,26.81407552238743,01 / 16 / 2023,06:53:27.928933 UTC
194549212,-119.59659102251204,19.571640864796404,01 / 16 / 2023,06:53:04.219711 UTC
194549010,-116.38042880489277,28.2164247174207,01 / 16 / 2023,06:53:28.846625 UTC
194548953,-113.08222952313106,24.717055076175836,01 / 16 / 2023,06:53:29.517922 UTC
194549149,-115.19471463945698,28.031819400969802,01 / 16 / 2023,06:54:17.037605 UTC
194549183,-123.44736374341727,26.358281369909033,01 / 16 / 2023,06:53:29.668828 UTC
194549195,-110.28876755925674,24.14668724347709,01 / 16 / 2023,06:53:30.450752 UTC
194549093,-108.13968846745551,23.032368778387898,01 / 16 / 2023,06:53:34.418077 UTC
194549201,-125.76483805015486,22.662200716960466,01 / 16 / 2023,06:53:35.291202 UTC
194548861,-118.62585464796717,18.651029409188432,01 / 16 / 2023,06:53:37.567393 UTC
194548868,-117.83906446154069,33.36765788361548,01 / 16 / 2023,06:54:18.401484 UTC
194549003,-115.78842044892802,24.31713954181497,01 / 16 / 2023,06:53:39.245696 UTC
194549025,-117.14130387504139,32.681166188650515,01 / 16 / 2023,06:54:21.605823 UTC
194548943,-111.84348830612889,22.761676527498913,01 / 16 / 2023,06:53:39.350191 UTC
194549142,-124.46139845021459,29.223320536491315,01 / 16 / 2023,06:53:41.798587 UTC
194548859,-118.77803355663347,31.59924995502183,01 / 16 / 2023,06:53:42.265089 UTC
194549024,-113.69719312315982,29.461806104610208,01 / 16 / 2023,06:53:42.810206 UTC
194549080,-117.16137070993776,32.70031842586887,01 / 16 / 2023,06:54:23.569116 UTC
194549177,-114.98576657120324,25.55368409805786,01 / 16 / 2023,06:53:42.935479 UTC
194549035,-118.2558812977363,33.747529328930625,01 / 16 / 2023,06:54:24.289353 UTC
194549094,-131.0103229196281,28.716197045314612,01 / 16 / 2023,06:53:43.948201 UTC
194549247,-109.12063123876419,25.578249896827835,01 / 16 / 2023,06:53:45.486293 UTC
194549079,-116.13333463840374,28.08224996953447,01 / 16 / 2023,06:54:26.832619 UTC
194548921,-115.18051977836497,28.044439637406327,01 / 16 / 2023,06:53:45.530804 UTC
194549137,-123.7185225361299,31.908506495480008,01 / 16 / 2023,06:54:27.952866 UTC
194548892,-113.9348725423424,26.01325789416757,01 / 16 / 2023,06:53:46.615932 UTC
